title,authors,journal,year,keywords,abstract,url,pmcid
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,Fei Wu; Huixun Du; Eliah Overbey; JangKeun Kim; Priya Makhijani; Nicolas Martin; Chad A Lerner; Khiem Nguyen; Jordan Baechle; Taylor R Valentino; Matias Fuentealba; Juliet M Bartleson; Heather Halaweh; Shawn Winer; Cem Meydan; Francine Garrett-Bakelman; Nazish Sayed; Simon Melov; Masafumi Muratani; Akos A Gerencser; Herbert G Kasler; Afshin Beheshti; Christopher E Mason; David Furman; Daniel A Winer,Nature Communications,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,PMC11166937
Astronaut omics and the impact of space on the human body at scale,Lindsay A Rutter; Henry Cope; Matthew J MacKay; Raúl Herranz; Saswati Das; Sergey A Ponomarev; Sylvain V Costes; Amber M Paul; Richard Barker; Deanne M Taylor; Daniela Bezdan; Nathaniel J Szewczyk; Masafumi Muratani; Christopher E Mason; Stefania Giacomello,Nature Communications,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,PMC11166943
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,Eliah G Overbey; JangKeun Kim; Braden T Tierney; Jiwoon Park; Nadia Houerbi; Alexander G Lucaci; Sebastian Garcia Medina; Namita Damle; Deena Najjar; Kirill Grigorev; Evan E Afshin; Krista A Ryon; Karolina Sienkiewicz; Laura Patras; Remi Klotz; Veronica Ortiz; Matthew MacKay; Annalise Schweickart; Christopher R Chin; Maria A Sierra; Matias F Valenzuela; Ezequiel Dantas; Theodore M Nelson; Egle Cekanaviciute; Gabriel Deards; Jonathan Foox; S Anand Narayanan; Caleb M Schmidt; Michael A Schmidt; Julian C Schmidt; Sean Mullane; Seth Stravers Tigchelaar; Steven Levitte; Craig Westover; Chandrima Bhattacharya; Serena Lucotti; Jeremy Wain Hirschberg; Jacqueline Proszynski; Marissa Burke; Ashley S Kleinman; Daniel J Butler; Conor Loy; Omary Mzava; Joan Lenz; Doru Paul; Christopher Mozsary; Lauren M Sanders; Lynn E Taylor; Chintan O Patel; Sharib A Khan; Mir Suhail Mohamad; Syed Gufran Ahmad Byhaqui; Burhan Aslam; Aaron S Gajadhar; Lucy Williamson; Purvi Tandel; Qiu Yang; Jessica Chu; Ryan W Benz; Asim Siddiqui; Daniel Hornburg; Kelly Blease; Juan Moreno; Andrew Boddicker; Junhua Zhao; Bryan Lajoie; Ryan T Scott; Rachel R Gilbert; San-huei Lai Polo; Andrew Altomare; Semyon Kruglyak; Shawn Levy; Ishara Ariyapala; Joanne Beer; Bingqing Zhang; Briana M Hudson; Aric Rininger; Sarah E Church; Afshin Beheshti; George M Church; Scott M Smith; Brian E Crucian; Sara R Zwart; Irina Matei; David C Lyden; Francine Garrett-Bakelman; Jan Krumsiek; Qiuying Chen; Dawson Miller; Joe Shuga; Stephen Williams; Corey Nemec; Guy Trudel; Martin Pelchat; Odette Laneuville; Iwijn De Vlaminck; Steven Gross; Kelly L Bolton; Susan M Bailey; Richard Granstein,Nature,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,PMC11357981
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",Nadia Houerbi; JangKeun Kim; Eliah G Overbey; Richa Batra; Annalise Schweickart; Laura Patras; Serena Lucotti; Krista A Ryon; Deena Najjar; Cem Meydan; Namita Damle; Christopher Chin; S Anand Narayanan; Joseph W Guarnieri; Gabrielle Widjaja; Afshin Beheshti; Gabriel Tobias; Fanny Vatter; Jeremy Wain Hirschberg; Ashley Kleinman; Evan E Afshin; Matthew MacKay; Qiuying Chen; Dawson Miller; Aaron S Gajadhar; Lucy Williamson; Purvi Tandel; Qiu Yang; Jessica Chu; Ryan Benz; Asim Siddiqui; Daniel Hornburg; Steven Gross; Bader Shirah; Jan Krumsiek; Jaime Mateus; Xiao Mao; Irina Matei; Christopher E Mason,Nature Communications,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,PMC11166969
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,Braden T Tierney; JangKeun Kim; Eliah G Overbey; Krista A Ryon; Jonathan Foox; Maria A Sierra; Chandrima Bhattacharya; Namita Damle; Deena Najjar; Jiwoon Park; J Sebastian Garcia Medina; Nadia Houerbi; Cem Meydan; Jeremy Wain Hirschberg; Jake Qiu; Ashley S Kleinman; Gabriel A Al-Ghalith; Matthew MacKay; Evan E Afshin; Raja Dhir; Joseph Borg; Christine Gatt; Nicholas Brereton; Benjamin P Readhead; Semir Beyaz; Kasthuri J Venkateswaran; Kelly Wiseman; Juan Moreno; Andrew M Boddicker; Junhua Zhao; Bryan R Lajoie; Ryan T Scott; Andrew Altomare; Semyon Kruglyak; Shawn Levy; George M Church; Christopher E Mason,Nature Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,PMC11222149
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology,Henry Cope; Jonas Elsborg; Samuel Demharter; J Tyson McDonald; Chiara Wernecke; Hari Parthasarathy; Hriday Unadkat; Mira Chatrathi; Jennifer Claudio; Sigrid Reinsch; Pinar Avci; Sara R Zwart; Scott M Smith; Martina Heer; Masafumi Muratani; Cem Meydan; Eliah Overbey; Jangkeun Kim; Christopher R Chin; Jiwoon Park; Jonathan C Schisler; Christopher E Mason; Nathaniel J Szewczyk; Craig R G Willis; Amr Salam; Afshin Beheshti,Communications Medicine,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,PMC11166967
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,Begum Aydogan Mathyk; Marshall Tabetah; Rashid Karim; Victoria Zaksas; JangKeun Kim; R I Anu; Masafumi Muratani; Alexia Tasoula; Ruth Subhash Singh; Yen-Kai Chen; Eliah Overbey; Jiwoon Park; Henry Cope; Hossein Fazelinia; Davide Povero; Joseph Borg; Remi V Klotz; Min Yu; Steven L Young; Christopher E Mason; Nathaniel Szewczyk; Riley M St Clair; Fathi Karouia; Afshin Beheshti,Communications Biology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,PMC11166981
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",Keith Siew; Kevin A Nestler; Charlotte Nelson; Viola D’Ambrosio; Chutong Zhong; Zhongwang Li; Alessandra Grillo; Elizabeth R Wan; Vaksha Patel; Eliah Overbey; JangKeun Kim; Sanghee Yun; Michael B Vaughan; Chris Cheshire; Laura Cubitt; Jessica Broni-Tabi; Maneera Yousef Al-Jaber; Valery Boyko; Cem Meydan; Peter Barker; Shehbeel Arif; Fatemeh Afsari; Noah Allen; Mohammed Al-Maadheed; Selin Altinok; Nourdine Bah; Samuel Border; Amanda L Brown; Keith Burling; Margareth Cheng-Campbell; Lorianna M Colón; Lovorka Degoricija; Nichola Figg; Rebecca Finch; Jonathan Foox; Pouya Faridi; Alison French; Samrawit Gebre; Peter Gordon; Nadia Houerbi; Hossein Valipour Kahrood; Frederico C Kiffer; Aleksandra S Klosinska; Angela Kubik; Han-Chung Lee; Yinghui Li; Nicholas Lucarelli; Anthony L Marullo; Irina Matei; Colleen M McCann; Sayat Mimar; Ahmed Naglah; Jérôme Nicod; Kevin M O’Shaughnessy; Lorraine Christine De Oliveira; Leah Oswalt; Laura Ioana Patras; San-huei Lai Polo; María Rodríguez-Lopez; Candice Roufosse; Omid Sadeghi-Alavijeh; Rebekah Sanchez-Hodge; Anindya S Paul; Ralf Bernd Schittenhelm; Annalise Schweickart; Ryan T Scott; Terry Chin Choy Lim Kam Sian; Willian A da Silveira; Hubert Slawinski; Daniel Snell; Julio Sosa; Amanda M Saravia-Butler; Marshall Tabetah; Erwin Tanuwidjaya; Simon Walker-Samuel; Xiaoping Yang; Yasmin; Haijian Zhang; Jasminka Godovac-Zimmermann; Pinaki Sarder; Lauren M Sanders; Sylvain V Costes; Robert A A Campbell; Fathi Karouia; Vidya Mohamed-Alis; Samuel Rodriques; Steven Lynham; Joel Ricky Steele; Sergio Baranzini; Hossein Fazelinia; Zhongquan Dai; Akira Uruno; Dai Shiba; Masayuki Yamamoto; Eduardo ACAlmeida; Elizabeth Blaber; Jonathan C Schisler; Amelia J Eisch; Masafumi Muratani; Sara R Zwart,Nature Communications,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,PMC11167060
Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants,Giada Corti; JangKeun Kim; Francisco J Enguita; Joseph W Guarnieri; Lawrence I Grossman; Sylvain V Costes; Matias Fuentealba; Ryan T Scott; Andrea Magrini; Lauren M Sanders; Kanhaiya Singh; Chandan K Sen; Cassandra M Juran; Amber M Paul; David Furman; Jean Calleja-Agius; Christopher E Mason; Diego Galeano; Massimo Bottini; Afshin Beheshti,Communications Biology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,PMC11484870
Protective alleles and precision healthcare in crewed spaceflight,Lindsay A Rutter; Matthew J MacKay; Henry Cope; Nathaniel J Szewczyk; JangKeun Kim; Eliah Overbey; Braden T Tierney; Masafumi Muratani; Ben Lamm; Daniela Bezdan; Amber M Paul; Michael A Schmidt; George M Church; Stefania Giacomello; Christopher E Mason,Nature Communications,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,PMC11263583
Bread Wheat in Space Flight: Is There a Difference in Kernel Quality?,Tatiana S Aniskina; Kirill A Sudarikov; Margarita A Levinskikh; Alexander A Gulevich; Ekaterina N Baranova,Plants,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,PMC10780891
"Turbidity matters: differential effect of a 2,4-D formulation on the structure of microbial communities from clear and turbid freshwater systems",VL Lozano; CE Miranda; AL Vinocur; C González; F Unrein; MJ Wolansky; HN Pizarro,Heliyon,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,PMC6710492
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis,Allison K Strohm; Laura M Vaughn; Patrick H Masson,Journal of Experimental Botany,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,PMC4321547
Microbiological and Nutritional Analysis of Lettuce Crops Grown on the International Space Station,Christina L M Khodadad; Mary E Hummerick; LaShelle E Spencer; Anirudha R Dixit; Jeffrey T Richards; Matthew W Romeyn; Trent M Smith; Raymond M Wheeler; Gioia D Massa,Frontiers in Plant Science,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,PMC7067979
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,Nicole M Gibbs; Shih‐Heng Su; Samuel Lopez‐Nieves; Stéphane Mann; Claude Alban; Hiroshi A Maeda; Patrick H Masson,The Plant Journal,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,PMC8518694
New Device for High-Throughput Viability Screening of Flow Biofilms,Michael R Benoit; Carolyn G Conant; Cristian Ionescu-Zanetti; Michael Schwartz; A Matin,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,PMC2897429
Sigma S-Dependent Antioxidant Defense Protects Stationary-Phase Escherichia coli against the Bactericidal Antibiotic Gentamicin,Jing-Hung Wang; Rachna Singh; Michael Benoit; Mimi Keyhan; Matthew Sylvester; Michael Hsieh; Anuradha Thathireddy; Yi-Ju Hsieh; A C Matin,Antimicrobial Agents and Chemotherapy,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,PMC4187989
Low-Speed Clinorotation of Brachypodium distachyon and Arabidopsis thaliana Seedlings Triggers Root Tip Curvatures That Are Reminiscent of Gravitropism,Shih-Heng Su; Alexander Moen; Rien M Groskopf; Katherine L Baldwin; Brian Vesperman; Patrick H Masson,International Journal of Molecular Sciences,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,PMC9861679
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,Mackenzie L Hagan; Vanshika Balayan; Meghan E McGee-Lawrence,Bone,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,PMC8217198
Effects of Spaceflight on the Mouse Submandibular Gland,Arthur R Hand; Didem Dagdeviren; Natasha A Larson; Christopher Haxhi; Maija I Mednieks,Archives of oral biology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,PMC6981245
Response of the mouse sublingual gland to spaceflight,Didem Dagdeviren; John Beallias; Izaz Khan; Maija I Mednieks; Arthur R Hand,European journal of oral sciences,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,PMC6131065
Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system,Takehito Ouchi; Kyosuke Kono; Ryouichi Satou; Ryuya Kurashima; Koji Yamaguchi; Maki Kimura; Yoshiyuki Shibukawa,Frontiers in Physiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,PMC11233762
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",Satish K Mehta; David C Bloom; Ianik Plante; Raymond Stowe; Alan H Feiveson; Ashlie Renner; Adit Dhummakupt; Dhruv Markan; Ye Zhang; Honglu Wu; Blaire Scoles; Jeffrey I Cohen; Brian Crucian; Duane L Pierson,International Journal of Molecular Sciences,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,PMC6213004
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,Camilla Urbaniak; Hernan Lorenzi; James Thissen; Crystal Jaing; Brian Crucian; Clarence Sams; Duane Pierson; Kasthuri Venkateswaran; Satish Mehta,Microbiome,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,PMC7171750
The AUX1-AFB1-CNGC14 module establishes a longitudinal root surface pH profile,Nelson BC Serre; Daša Wernerová; Pruthvi Vittal; Shiv Mani Dubey; Eva Medvecká; Adriana Jelínková; Jan Petrášek; Guido Grossmann; Matyáš Fendrych,eLife,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,PMC10414970
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,Elisia D Tichy; Foteini Mourkioti,STAR Protocols,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,PMC8450295
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,Elisia D Tichy; Nuoying Ma; David Sidibe; Emanuele Loro; Jacob Kocan; Delia Z Chen; Tejvir S Khurana; Paul Hasty; Foteini Mourkioti,Cell reports,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,PMC8183356
Ethylene-Induced Flavonol Accumulation in Guard Cells Suppresses Reactive Oxygen Species and Moderates Stomatal Aperture,Justin M Watkins; Paul J Hechler; Gloria K Muday,Plant Physiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,PMC3982735
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length",Elisia D Tichy; Ji-Hyung Lee; Grant Li; Katrina N Estep; F Brad Johnson; Foteini Mourkioti,NPJ Microgravity,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,PMC10504369
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states,Nuoying Ma; Delia Chen; Ji-Hyung Lee; Paola Kuri; Edward Blake Hernandez; Jacob Kocan; Hamd Mahmood; Elisia D Tichy; Panteleimon Rompolas; Foteini Mourkioti,Science Advances,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,PMC8932657
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus,Suzanne Gerttula; Matthew Zinkgraf; Gloria K Muday; Daniel R Lewis; Farid M Ibatullin; Harry Brumer; Foster Hart; Shawn D Mansfield; Vladimir Filkov; Andrew Groover,The Plant Cell,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,PMC4682325
"A Conditional Mutation in SCD1 Reveals Linkage Between PIN Protein Trafficking, Auxin Transport, Gravitropism, and Lateral Root Initiation",Carole L Gibson; Jonathan W Isley; Tanya G Falbel; Cassie T Mattox; Daniel R Lewis; Kasee E Metcalf; Gloria K Muday,Frontiers in Plant Science,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,PMC7358545
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection","David A Jamison, Jr; S Anand Narayanan; Nídia S Trovão; Joseph W Guarnieri; Michael J Topper; Pedro M Moraes-Vieira; Viktorija Zaksas; Keshav K Singh; Eve Syrkin Wurtele; Afshin Beheshti",European Journal of Human Genetics,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,PMC9108708
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",Wayne L Nicholson; Kirill Krivushin; David Gilichinsky; Andrew C Schuerger,Proceedings of the National Academy of Sciences of the United States of America,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,PMC3545801
Changes in Nuclear Shape and Gene Expression in Response to Simulated Microgravity Are LINC Complex-Dependent,Srujana Neelam; Brian Richardson; Richard Barker; Ceasar Udave; Simon Gilroy; Mark J Cameron; Howard G Levine; Ye Zhang,International Journal of Molecular Sciences,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,PMC7555797
The EXO70 inhibitor Endosidin2 alters plasma membrane protein composition in Arabidopsis roots,Xiaohui Li; Peipei Zhu; Yen-Ju Chen; Lei Huang; Diwen Wang; David T Newton; Chuan-Chih Hsu; Guang Lin; W Andy Tao; Christopher J Staiger; Chunhua Zhang,Frontiers in Plant Science,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,PMC10264680
"Exposure of Bacillus subtilis to Low Pressure (5 Kilopascals) Induces Several Global Regulons, Including Those Involved in the SigB-Mediated General Stress Response",Samantha M Waters; José A Robles-Martínez; Wayne L Nicholson,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,PMC4135744
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),Michael T Leonard; Nedka Panayotova; William G Farmerie; Eric W Triplett; Wayne L Nicholson,Genome Announcements,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,PMC3869332
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",Ralf Moeller; Marina Raguse; Günther Reitz; Ryuichi Okayasu; Zuofeng Li; Stuart Klein; Peter Setlow; Wayne L Nicholson,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,PMC3911009
Cultivation in Space Flight Produces Minimal Alterations in the Susceptibility of Bacillus subtilis Cells to 72 Different Antibiotics and Growth-Inhibiting Compounds,Michael D Morrison; Patricia Fajardo-Cavazos; Wayne L Nicholson,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,PMC5648920
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,Patricia Fajardo-Cavazos; Joshua D Leehan; Wayne L Nicholson,Frontiers in Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,PMC5817088
Cultivation of Staphylococcus epidermidis in the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in the rpoB Gene,Patricia Fajardo-Cavazos; Wayne L Nicholson,Frontiers in Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,PMC4923109
Thermal Plasticity and Evolutionary Constraints in Bacillus: Implications for Climate Change Adaptation,Enrique Hurtado-Bautista; Africa Islas-Robles; Gabriel Moreno-Hagelsieb; Gabriela Olmedo-Alvarez,Biology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,PMC11673879
Analysis of Interactions of Salmonella Type Three Secretion Mutants with 3-D Intestinal Epithelial Cells,Andrea L Radtke; James W Wilson; Shameema Sarker; Cheryl A Nickerson,PLoS ONE,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,PMC3012082
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,Patricia Fajardo-Cavazos; Wayne L Nicholson,Life,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,PMC7825584
Environmental Dependence of Competitive Fitness in Rifampin-Resistant rpoB Mutants of Bacillus subtilis,Joss D Leehan; Wayne L Nicholson,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,PMC8904044
3D Oral and Cervical Tissue Models to Study Papillomavirus Host-Pathogen Interactions,Robert Jackson; Jason Maarsingh; Melissa M Herbst-Kralovetz; Koenraad Van Doorslaer,Current protocols in microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,PMC11088941
Induction of Attachment-Independent Biofilm Formation and Repression of hfq Expression by Low-Fluid-Shear Culture of Staphylococcus aureus,Sarah L Castro; Mayra Nelman-Gonzalez; Cheryl A Nickerson; C Mark Ott,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,PMC3187170
"Characterization of the Salmonella enterica Serovar Typhimurium ydcI Gene, Which Encodes a Conserved DNA Binding Protein Required for Full Acid Stress Resistance",Matthew E Jennings; Laura N Quick; Anjali Soni; Richard R Davis; Kathleen Crosby; C Mark Ott; Cheryl A Nickerson; James W Wilson,Journal of Bacteriology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,PMC3133089
Transcriptional and Proteomic Responses of Pseudomonas aeruginosa PAO1 to Spaceflight Conditions Involve Hfq Regulation and Reveal a Role for Oxygen,Aurélie Crabbé; Michael J Schurr; Pieter Monsieurs; Lisa Morici; Jill Schurr; James W Wilson; C Mark Ott; George Tsaprailis; Duane L Pierson; Heidi Stefanyshyn-Piper; Cheryl A Nickerson,Applied and Environmental Microbiology,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,PMC3067220
Evaluation of Microorganisms Cultured from Injured and Repressed Tissue Regeneration Sites in Endangered Giant Aquatic Ozark Hellbender Salamanders,Cheryl A Nickerson; C Mark Ott; Sarah L Castro; Veronica M Garcia; Thomas C Molina; Jeffrey T Briggler; Amber L Pitt; Joseph J Tavano; J Kelly Byram; Jennifer Barrila; Max A Nickerson,PLoS ONE,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,PMC3242767
Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells,Melissa M Herbst-Kralovetz; Andrea L Radtke; Margarita K Lay; Brooke E Hjelm; Alice N Bolick; Shameema S Sarker; Robert L Atmar; David H Kingsley; Charles J Arntzen; Mary K Estes; Cheryl A Nickerson,Emerging Infectious Diseases,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,PMC3647661
New Insights into the Bacterial Fitness-Associated Mechanisms Revealed by the Characterization of Large Plasmids of an Avian Pathogenic E. coli,"Melha Mellata; Jacob T Maddux; Timothy Nam; Nicholas Thomson; Heidi Hauser; Mark P Stevens; Suman Mukhopadhyay; Shameema Sarker; Aurélie Crabbé; Cheryl A Nickerson; Javier Santander; Roy Curtiss, III",PLoS ONE,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,PMC3251573
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa,Aurélie Crabbé; Maria A Ledesma; Cheryl A Nickerson,Pathogens and disease,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,PMC4096993
Conservation of the Low-shear Modeled Microgravity Response in Enterobacteriaceae and Analysis of the trp Genes in this Response,Anjali Soni; Laura O’Sullivan; Laura N Quick; C Mark Ott; Cheryl A Nickerson; James W Wilson,The Open Microbiology Journal,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,PMC4085587
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns,Jennifer Barrila; Jiseon Yang; Aurélie Crabbé; Shameema F Sarker; Yulong Liu; C Mark Ott; Mayra A Nelman-Gonzalez; Simon J Clemett; Seth D Nydam; Rebecca J Forsyth; Richard R Davis; Brian E Crucian; Heather Quiriarte; Kenneth L Roland; Karen Brenneman; Clarence Sams; Christine Loscher; Cheryl A Nickerson,NPJ Microgravity,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,PMC5460263
Recellularization of Decellularized Lung Scaffolds Is Enhanced by Dynamic Suspension Culture,Aurélie Crabbé; Yulong Liu; Shameema F Sarker; Nicholas R Bonenfant; Jennifer Barrila; Zachary D Borg; James J Lee; Daniel J Weiss; Cheryl A Nickerson,PLoS ONE,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,PMC4427280
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: Three-Dimensional Cell Culture Comes of Age,Jennifer Barrila; Aurélie Crabbé; Jiseon Yang; Karla Franco; Seth D Nydam; Rebecca J Forsyth; Richard R Davis; Sandhya Gangaraju; C Mark Ott; Carolyn B Coyne; Mina J Bissell; Cheryl A Nickerson,Infection and Immunity,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,PMC6204695
Candida albicans Colonization Modulates Murine Ethanol Consumption and Behavioral Responses Through Elevation of Serum Prostaglandin E2 and Impact on the Striatal Dopamine System,Andrew W Day; Jeyra Perez-Lozada; Alyssa DiLeo; Katrina Blandino; Jamie Maguire; Carol A Kumamoto,bioRxiv,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,PMC11888247
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,Jennifer Barrila; Shameema F Sarker; Nicole Hansmeier; Shanshan Yang; Kristina Buss; Natalia Briones; Jin Park; Richard R Davis; Rebecca J Forsyth; C Mark Ott; Kevin Sato; Cristine Kosnik; Anthony Yang; Cheryl Shimoda; Nicole Rayl; Diana Ly; Aaron Landenberger; Stephanie D Wilson; Naoko Yamazaki; Jason Steel; Camila Montano; Rolf U Halden; Tom Cannon; Sarah L Castro-Wallace; Cheryl A Nickerson,NPJ Microgravity,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,PMC7943786
Spaceflight Enhances Cell Aggregation and Random Budding in Candida albicans,Aurélie Crabbé; Sheila M Nielsen-Preiss; Christine M Woolley; Jennifer Barrila; Kent Buchanan; James McCracken; Diane O Inglis; Stephen C Searles; Mayra A Nelman-Gonzalez; C Mark Ott; James W Wilson; Duane L Pierson; Heidemarie M Stefanyshyn-Piper; Linda E Hyman; Cheryl A Nickerson,PLoS ONE,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,PMC3851762
